# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
Indexes.stubs.lookupDuration90PMs,1781868914038000000,1781868974080000000,0.0
Indexes.stubs.lookups,1781868914038000000,1781868974080000000,2797
Indexes.allKeys.lookupDuration90PMs,1781868914038000000,1781868974080000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1781868914038000000,1781868974080000000,0.0
Indexes.allKeys.lookups,1781868914038000000,1781868974080000000,2
Indexing.writer_1.totalTimeSpentWritingMs,1781868914038000000,1781868974080000000,0
Indexing.cache.totalCacheMisses,1781868914038000000,1781868974080000000,3670
Indexing.writesQueuedMax,1781868914038000000,1781868974080000000,0
Indexing.cache.totalCacheAccesses,1781868914038000000,1781868974080000000,12778
Indexing.cache.totalCacheEvicted,1781868914038000000,1781868974080000000,3067
Indexing.writer_2.totalTimeSpentWritingMs,1781868914038000000,1781868974080000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1781868914038000000,1781868974080000000,0
Indexes.stubs.lookupDurationMaxMs,1781868914038000000,1781868974080000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1781868914038000000,1781868974080000000,0.0
Indexes.entries.lookupDurationMaxMs,1781868914038000000,1781868974080000000,0.0
Indexing.totalTimeIndexersSleptMs,1781868914038000000,1781868974080000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1781868914038000000,1781868974080000000,0
Indexes.stubs.lookupDurationAvgMs,1781868914038000000,1781868974080000000,0.0
Indexes.entries.lookupDuration90PMs,1781868914038000000,1781868974080000000,0.0
Indexes.entries.lookupDurationAvgMs,1781868914038000000,1781868974080000000,0.0
Indexing.writesQueuedMin,1781868914038000000,1781868974080000000,9223372036854775807
Indexes.entries.lookups,1781868914038000000,1781868974080000000,58
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1781868914038000000,1781868974080000000,1167
workspaceModel.collect.changes.ms,1781868914038000000,1781868974080000000,0
workspaceModel.workspaceFileIndexData.instances.count,1781868914038000000,1781868974080000000,1
workspaceModel.to.snapshot.ms,1781868914038000000,1781868974080000000,0
workspaceModel.cachedValue.calculated.count,1781868914038000000,1781868974080000000,13
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1781868914038000000,1781868974080000000,49
workspaceModel.update.unloaded.entities.ms,1781868914038000000,1781868974080000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1781868914038000000,1781868974080000000,16
workspaceModel.on.changed.ms,1781868914038000000,1781868974080000000,56
workspaceModel.loading.total.ms,1781868914038000000,1781868974080000000,725
workspaceModel.check.recursive.update.ms,1781868914038000000,1781868974080000000,0
workspaceModel.updates.precise.ms,1781868914038000000,1781868974080000000,75
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1781868914038000000,1781868974080000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1781868914038000000,1781868974080000000,1387
workspaceModel.loading.from.cache.ms,1781868914038000000,1781868974080000000,705
workspaceModel.cachedValue.total.get.count,1781868914038000000,1781868974080000000,129
workspaceModel.cachedValue.from.cache.count,1781868914038000000,1781868974080000000,116
workspaceModel.workspaceFileIndexData.markDirty.ms,1781868914038000000,1781868974080000000,0
workspaceModel.updates.ms,1781868914038000000,1781868974080000000,360
workspaceModel.initializing.ms,1781868914038000000,1781868974080000000,33
workspaceModel.full.replace.project.model.ms,1781868914038000000,1781868974080000000,12
workspaceModel.cachedValueWithParameters.total.get.count,1781868914038000000,1781868974080000000,4810
workspaceModel.entityStorageSnapshotImpl.instances.count,1781868914038000000,1781868974080000000,22
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1781868914038000000,1781868974080000000,2
workspaceModel.replace.project.model.ms,1781868914038000000,1781868974080000000,0
workspaceModel.on.before.changed.ms,1781868914038000000,1781868974080000000,195
workspaceModel.workspaceFileIndexData.init.ms,1781868914038000000,1781868974080000000,599
workspaceModel.init.bridges.ms,1781868914038000000,1781868974080000000,33
workspaceModel.cachedValueWithParameters.clear.count,1781868914038000000,1781868974080000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1781868914038000000,1781868974080000000,2
workspaceModel.cachedValue.clear.count,1781868914038000000,1781868974080000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1781868914038000000,1781868974080000000,63
workspaceModel.updates.count,1781868914038000000,1781868974080000000,3
workspaceModel.pre.handlers.ms,1781868914038000000,1781868974080000000,2
workspaceModel.cachedValueWithParameters.from.cache.count,1781868914038000000,1781868974080000000,4808
workspaceModel.workspaceFileIndexData.processFileSets.ms,1781868914038000000,1781868974080000000,0
cacheStateStorage.set.duration,1781868914038000000,1781868974080000000,16
cacheStateStorage.get.counter,1781868914038000000,1781868974080000000,35
cacheStateStorage.get.duration,1781868914038000000,1781868974080000000,233
cacheStateStorage.set.counter,1781868914038000000,1781868974080000000,3
FileNameCache.totalMisses,1781868914038000000,1781868974080000000,28864
VFS.contentStorage.recordsDeduplicated,1781868914038000000,1781868974080000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1781868914038000000,1781868974080000000,2547
VFS.contentStorage.recordsReadDecompressed,1781868914038000000,1781868974080000000,4
VFS.contentStorage.recordsUncompressedSize,1781868914038000000,1781868974080000000,9499
VFS.invertedFileNameIndex.requests,1781868914038000000,1781868974080000000,10
VFS.folderCaseSensitivityReads,1781868914038000000,1781868974080000000,2
