# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
compiler.ArtifactManagerBridge.dropMappings.ms,1781857584277000000,1781857644479000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1781857584277000000,1781857644479000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1781857584277000000,1781857644479000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1781857584277000000,1781857644479000000,10
compiler.ArtifactManagerBridge.findArtifact.ms,1781857584277000000,1781857644479000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1781857584277000000,1781857644479000000,0
compiler.ArtifactManagerBridge.commit.ms,1781857584277000000,1781857644479000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1781857584277000000,1781857644479000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1781857584277000000,1781857644479000000,1
jps.facet.change.listener.init.bridge.ms,1781857584277000000,1781857644479000000,5
workspaceModel.mutableEntityStorage.has.same.entities.ms,1781857584277000000,1781857644479000000,0
jps.apply.loaded.storage.ms,1781857584277000000,1781857644479000000,111
workspaceModel.global.updates.count,1781857584277000000,1781857644479000000,1
jps.load.initial.state.ms,1781857584277000000,1781857644479000000,128
jps.global.initialize.library.bridges.after.loading.ms,1781857584277000000,1781857644479000000,10
workspaceModel.mutableEntityStorage.to.snapshot.ms,1781857584277000000,1781857644479000000,19
workspaceModel.mutableEntityStorage.modify.entity.ms,1781857584277000000,1781857644479000000,5
workspaceModel.mutableEntityStorage.hasReferrers.ms,1781857584277000000,1781857644479000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1781857584277000000,1781857644479000000,56
workspaceModel.load.cache.from.file.ms,1781857584277000000,1781857644479000000,1040
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1781857584277000000,1781857644479000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1781857584277000000,1781857644479000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1781857584277000000,1781857644479000000,0
jps.library.entities.serializer.save.entities.ms,1781857584277000000,1781857644479000000,0
jps.save.changed.project.entities.ms,1781857584277000000,1781857644479000000,0
jps.facet.change.listener.before.change.events.ms,1781857584277000000,1781857644479000000,0
jps.artifact.entities.serializer.save.entities.ms,1781857584277000000,1781857644479000000,0
jps.global.get.library.by.name.ms,1781857584277000000,1781857644479000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1781857584277000000,1781857644479000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1781857584277000000,1781857644479000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1781857584277000000,1781857644479000000,0
