# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
cacheStateStorage.get.duration,1781855413773000000,1781855473965000000,404
cacheStateStorage.get.counter,1781855413773000000,1781855473965000000,35
cacheStateStorage.set.counter,1781855413773000000,1781855473965000000,4
cacheStateStorage.set.duration,1781855413773000000,1781855473965000000,119
compiler.ArtifactManagerBridge.findArtifact.ms,1781855413773000000,1781855473965000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1781855413773000000,1781855473965000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1781855413773000000,1781855473965000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1781855413773000000,1781855473965000000,33
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1781855413773000000,1781855473965000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1781855413773000000,1781855473965000000,0
compiler.ArtifactManagerBridge.commit.ms,1781855413773000000,1781855473965000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1781855413773000000,1781855473965000000,4
compiler.ArtifactManagerBridge.addArtifact.ms,1781855413773000000,1781855473965000000,0
parser.JAVA.time.ns,1781855413773000000,1781855473965000000,339601337
DiskQueryRelay.taskWaitingTotalTimeUs,1781855413773000000,1781855473965000000,4316264
LowMemory.gcLoad,1781855413773000000,1781855473965000000,0.002102703705045306
parser.JAVA.size.bytes,1781855413773000000,1781855473965000000,3836
DiskQueryRelay.tasksRequested,1781855413773000000,1781855473965000000,829
LowMemory.gcOverloaded,1781855413773000000,1781855473965000000,0
writeAction.max.wait.ms,1781855413773000000,1781855473965000000,314
writeAction.count,1781855413773000000,1781855473965000000,12
writeAction.wait.ms,1781855413773000000,1781855473965000000,482
DiskQueryRelay.taskExecutionTotalTimeUs,1781855413773000000,1781855473965000000,2457333
lexer.JAVA.time.ns,1781855413773000000,1781855473965000000,21629468
writeAction.median.wait.ms,1781855413773000000,1781855473965000000,300
