# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
AWTEventQueue.dispatchTimeAvgNs,1781864801164000000,1781864861215000000,0.0
NonBlockingReadAction.finalizedExecutionsCount,1781864801164000000,1781864861215000000,57
ReadAction.executionsCount,1781864801164000000,1781864861215000000,3316
FlushQueue.executionTimeMaxNs,1781864801164000000,1781864861215000000,0
NonBlockingReadAction.failedExecutionTimeUs,1781864801164000000,1781864861215000000,0
AWTEventQueue.dispatchTimeMaxNs,1781864801164000000,1781864861215000000,0
AWTEventQueue.eventsDispatched,1781864801164000000,1781864861215000000,0
FlushQueue.queueSizeAvg,1781864801164000000,1781864861215000000,0.0
NonBlockingReadAction.finalizedExecutionTimeUs,1781864801164000000,1781864861215000000,775999
WriteAction.executionsCount,1781864801164000000,1781864861215000000,8
AWTEventQueue.dispatchTime90PNs,1781864801164000000,1781864861215000000,0
NonBlockingReadAction.failedExecutionsCount,1781864801164000000,1781864861215000000,0
AWTEventQueue.dispatchTimeTotalNS,1781864801164000000,1781864861215000000,16990146711
FlushQueue.queueSize90P,1781864801164000000,1781864861215000000,0
FlushQueue.waitingTimeAvgNs,1781864801164000000,1781864861215000000,0.0
FlushQueue.tasksExecuted,1781864801164000000,1781864861215000000,0
FlushQueue.executionTime90PNs,1781864801164000000,1781864861215000000,0
FlushQueue.executionTimeAvgNs,1781864801164000000,1781864861215000000,0.0
FlushQueue.waitingTime90PNs,1781864801164000000,1781864861215000000,0
FlushQueue.waitingTimeMaxNs,1781864801164000000,1781864861215000000,0
FlushQueue.queueSizeMax,1781864801164000000,1781864861215000000,0
cacheStateStorage.get.duration,1781864801164000000,1781864861215000000,199
cacheStateStorage.set.duration,1781864801164000000,1781864861215000000,48
cacheStateStorage.set.counter,1781864801164000000,1781864861215000000,4
cacheStateStorage.get.counter,1781864801164000000,1781864861215000000,31
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1781864801164000000,1781864861215000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1781864801164000000,1781864861215000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1781864801164000000,1781864861215000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1781864801164000000,1781864861215000000,10
compiler.ArtifactManagerBridge.initBridges.ms,1781864801164000000,1781864861215000000,1
compiler.ArtifactManagerBridge.addArtifact.ms,1781864801164000000,1781864861215000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1781864801164000000,1781864861215000000,0
compiler.ArtifactManagerBridge.commit.ms,1781864801164000000,1781864861215000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1781864801164000000,1781864861215000000,0
Indexes.entries.lookups,1781864801164000000,1781864861215000000,38
Indexes.entries.lookupDurationMaxMs,1781864801164000000,1781864861215000000,0.0
Indexes.entries.lookupDuration90PMs,1781864801164000000,1781864861215000000,0.0
Indexes.allKeys.lookups,1781864801164000000,1781864861215000000,2
Indexing.cache.totalCacheAccesses,1781864801164000000,1781864861215000000,5275
Indexes.allKeys.lookupDuration90PMs,1781864801164000000,1781864861215000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1781864801164000000,1781864861215000000,0.0
Indexing.writesQueuedMax,1781864801164000000,1781864861215000000,0
Indexing.totalTimeIndexersSleptMs,1781864801164000000,1781864861215000000,0
Indexes.stubs.lookupDurationMaxMs,1781864801164000000,1781864861215000000,0.0
Indexing.cache.totalCacheEvicted,1781864801164000000,1781864861215000000,1332
Indexing.writer_0.totalTimeSpentWritingMs,1781864801164000000,1781864861215000000,0
Indexes.allKeys.lookupDurationMaxMs,1781864801164000000,1781864861215000000,0.0
Indexes.stubs.lookups,1781864801164000000,1781864861215000000,1767
Indexes.stubs.lookupDurationAvgMs,1781864801164000000,1781864861215000000,0.0
Indexing.cache.totalCacheMisses,1781864801164000000,1781864861215000000,1922
Indexing.writer_2.totalTimeSpentWritingMs,1781864801164000000,1781864861215000000,0
Indexes.stubs.lookupDuration90PMs,1781864801164000000,1781864861215000000,0.0
Indexing.writer_1.totalTimeSpentWritingMs,1781864801164000000,1781864861215000000,0
Indexes.entries.lookupDurationAvgMs,1781864801164000000,1781864861215000000,0.0
Indexing.writesQueuedMin,1781864801164000000,1781864861215000000,9223372036854775807
Indexing.writer_3.totalTimeSpentWritingMs,1781864801164000000,1781864861215000000,0
jps.global.get.libraries.ms,1781864801164000000,1781864861215000000,3
jps.facet.change.listener.init.bridge.ms,1781864801164000000,1781864861215000000,4
workspaceModel.mutableEntityStorage.resolve.ms,1781864801164000000,1781864861215000000,2
